Hans,py,py2
缪,móu,miu4
摸,mó,mo1
无,wú,mo2
模,mú,mo2
麽,mó,mo2
磨,mò,mo2
摸,mó,mo2
摩,mó,mo2
魔,mó,mo2
膜,mó,mo2
蘑,mó,mo2
馍,mó,mo2
摹,mó,mo2
谟,mó,mo2
嫫,mó,mo2
抹,mò,mo3
没,mò,mo4
万,wàn,mo4
默,mò,mo4
莫,mò,mo4
末,mò,mo4
冒,mò,mo4
磨,mò,mo4
寞,mò,mo4
漠,mò,mo4
墨,mò,mo4
抹,mò,mo4
陌,mò,mo4
脉,mò,mo4
嘿,mò,mo4
沫,mò,mo4
蓦,mò,mo4
茉,mò,mo4
貉,mò,mo4
秣,mò,mo4
镆,mò,mo4
殁,mò,mo4
瘼,mò,mo4
耱,mò,mo4
貊,mò,mo4
貘,mò,mo4
哞,mōu,mou1
谋,móu,mou2
牟,mù,mou2
眸,móu,mou2
缪,móu,mou2
鍪,móu,mou2
蛑,móu,mou2
侔,móu,mou2
某,mǒu,mou3
模,mú,mu2
毪,mú,mu2
母,mǔ,mu3
姆,mǔ,mu3
姥,mǔ,mu3
亩,mǔ,mu3
拇,mǔ,mu3
牡,mǔ,mu3
目,mù,mu4
木,mù,mu4
幕,mù,mu4
慕,mù,mu4
牧,mù,mu4
墓,mù,mu4
募,mù,mu4
暮,mù,mu4
牟,mù,mu4
穆,mù,mu4
睦,mù,mu4
沐,mù,mu4
坶,mù,mu4
苜,mù,mu4
仫,mù,mu4
钼,mù,mu4
嗯,ng,n2
唔,wú,n2
嗯,ng,n3
唔,wú,n3
嗯,ng,n4
那,nèi,na1
南,nán,na1
拿,ná,na2
镎,ná,na2
那,nèi,na3
哪,něi,na3
那,nèi,na4
呢,ní,na4
纳,nà,na4
娜,nuó,na4
呐,nê,na4
捺,nà,na4
钠,nà,na4
肭,nà,na4
衲,nà,na4
哪,něi,na5
呐,nê,na5
哪,něi,nai3
乃,nǎi,nai3
奶,nǎi,nai3
氖,nǎi,nai3
艿,nǎi,nai3
奈,nài,nai4
耐,nài,nai4
鼐,nài,nai4
佴,nài,nai4
萘,nài,nai4
柰,nài,nai4
囝,nān,nan1
囡,nān,nan1
难,nàn,nan2
南,nán,nan2
男,nán,nan2
楠,nán,nan2
喃,nán,nan2
腩,nǎn,nan3
蝻,nǎn,nan3
赧,nǎn,nan3
难,nàn,nan4
囊,náng,nang1
囔,nāng,nang1
囊,náng,nang2
馕,nǎng,nang2
馕,nǎng,nang3
攮,nǎng,nang3
曩,nǎng,nang3
孬,nāo,nao1
努,nǔ,nao2
挠,náo,nao2
呶,náo,nao2
猱,náo,nao2
铙,náo,nao2
硇,náo,nao2
蛲,náo,nao2
脑,nǎo,nao3
恼,nǎo,nao3
瑙,nǎo,nao3
垴,nǎo,nao3
闹,nào,nao4
淖,nào,nao4
哪,něi,ne2
呢,ní,ne4
呐,nê,ne4
讷,nè,ne4
呢,ní,ne5
呐,nê,ne5
哪,něi,nei3
馁,něi,nei3
那,nèi,nei4
内,nèi,nei4
嫩,nèn,nen4
恁,nín,nen4
能,néng,neng2
嗯,ng,ng2
唔,wú,ng2
嗯,ng,ng3
唔,wú,ng3
嗯,ng,ng4
妮,nī,ni1
呢,ní,ni2
尼,ní,ni2
泥,nì,ni2
倪,ní,ni2
霓,ní,ni2
坭,ní,ni2
猊,ní,ni2
怩,ní,ni2
铌,ní,ni2
鲵,ní,ni2
你,nǐ,ni3
拟,nǐ,ni3
旎,nǐ,ni3
祢,nǐ,ni3
泥,nì,ni4
尿,suī,ni4
逆,nì,ni4
匿,nì,ni4
腻,nì,ni4
昵,nì,ni4
溺,niào,ni4
睨,nì,ni4
慝,tè,ni4
伲,nì,ni4
蔫,niān,nian1
拈,niān,nian1
年,nián,nian2
粘,zhān,nian2
黏,nián,nian2
鲇,nián,nian2
鲶,nián,nian2
碾,niǎn,nian3
捻,niǎn,nian3
撵,niǎn,nian3
辇,niǎn,nian3
念,niàn,nian4
廿,niàn,nian4
酿,niàng,nian4
埝,niàn,nian4
娘,niáng,niang2
酿,niàng,niang2
酿,niàng,niang4
鸟,niǎo,niao3
袅,niǎo,niao3
嬲,niǎo,niao3
茑,niǎo,niao3
尿,suī,niao4
溺,niào,niao4
脲,niào,niao4
捏,niē,nie1
涅,niè,nie4
聂,niè,nie4
孽,niè,nie4
蹑,niè,nie4
嗫,niè,nie4
啮,niè,nie4
镊,niè,nie4
镍,niè,nie4
乜,niè,nie4
陧,niè,nie4
颞,niè,nie4
臬,niè,nie4
蘖,niè,nie4
您,nín,nin2
恁,nín,nin2
宁,nìng,ning2
凝,níng,ning2
拧,nìng,ning2
咛,níng,ning2
狞,níng,ning2
柠,níng,ning2
苎,zhù,ning2
甯,níng,ning2
聍,níng,ning2
拧,nìng,ning3
宁,nìng,ning4
拧,nìng,ning4
泞,nìng,ning4
佞,nìng,ning4
妞,nīu,niu1
牛,níu,niu2
纽,nǐu,niu3
扭,nǐu,niu3
钮,nǐu,niu3
狃,nǐu,niu3
忸,nǐu,niu3
拗,nìu,niu4
农,nóng,nong2
浓,nóng,nong2
侬,nóng,nong2
哝,nóng,nong2
脓,nóng,nong2
弄,nòng,nong4
耨,nòu,nou4
奴,nú,nu2
孥,nú,nu2
驽,nú,nu2
努,nǔ,nu3
弩,nǔ,nu3
胬,nǔ,nu3
怒,nù,nu4
女,nǚ,nv3
钕,nǚ,nv3
恧,nǜ,nv4
衄,nǜ,nv4
暖,nuǎn,nuan3
虐,nuè:,nue:4
疟,yào,nue:4
娜,nuó,nuo2
挪,nuó,nuo2
傩,nuó,nuo2
诺,nuò,nuo4
懦,nuò,nuo4
糯,nuò,nuo4
喏,rě,nuo4
搦,nuò,nuo4
锘,nuò,nuo4
噢,ō,o1
喔,wō,o1
哦,wò,o2
哦,wò,o4
区,qū,ou1
欧,ōu,ou1
殴,ōu,ou1
鸥,ōu,ou1
讴,ōu,ou1
瓯,ōu,ou1
沤,òu,ou1
偶,ǒu,ou3
呕,òu,ou3
藕,ǒu,ou3
耦,ǒu,ou3
呕,òu,ou4
沤,òu,ou4
怄,òu,ou4
派,pài,pa1
扒,pá,pa1
趴,pā,pa1
啪,pā,pa1
葩,pā,pa1
爬,pá,pa2
扒,pá,pa2
耙,pá,pa2
杷,pá,pa2
钯,pá,pa2
筢,pá,pa2
怕,pà,pa4
帕,pà,pa4
琶,pa,pa5
拍,pāi,pai1
排,pǎi,pai2
牌,pái,pai2
徘,pái,pai2
俳,pái,pai2
排,pǎi,pai3
迫,pò,pai3
派,pài,pai4
湃,pài,pai4
蒎,pài,pai4
哌,pài,pai4
番,pān,pan1
攀,pān,pan1
潘,pān,pan1
扳,pān,pan1
般,bān,pan2
盘,pán,pan2
胖,pàng,pan2
磐,pán,pan2
蹒,pán,pan2
爿,pán,pan2
蟠,pán,pan2
判,pàn,pan4
盼,pàn,pan4
叛,pàn,pan4
畔,pàn,pan4
拚,pīn,pan4
襻,pàn,pan4
袢,pàn,pan4
泮,pàn,pan4
乓,pāng,pang1
膀,páng,pang1
滂,pāng,pang1
旁,páng,pang2
庞,páng,pang2
膀,páng,pang2
磅,páng,pang2
彷,páng,pang2
螃,páng,pang2
逄,páng,pang2
耪,pǎng,pang3
胖,pàng,pang4
炮,pào,pao1
抛,pāo,pao1
泡,pào,pao1
脬,pāo,pao1
跑,pǎo,pao2
炮,pào,pao2
袍,páo,pao2
刨,páo,pao2
咆,páo,pao2
狍,páo,pao2
匏,páo,pao2
庖,páo,pao2
跑,pǎo,pao3
炮,pào,pao4
泡,pào,pao4
疱,pào,pao4
呸,pēi,pei1
胚,pēi,pei1
醅,pēi,pei1
陪,péi,pei2
培,péi,pei2
赔,péi,pei2
裴,péi,pei2
锫,péi,pei2
配,pèi,pei4
佩,pèi,pei4
沛,pèi,pei4
辔,pèi,pei4
帔,pèi,pei4
旆,pèi,pei4
霈,pèi,pei4
喷,pèn,pen1
盆,pén,pen2
湓,pén,pen2
喷,pèn,pen4
烹,pēng,peng1
抨,pēng,peng1
砰,pēng,peng1
澎,péng,peng1
怦,pēng,peng1
嘭,pēng,peng1
朋,péng,peng2
鹏,péng,peng2
彭,péng,peng2
棚,péng,peng2
蓬,péng,peng2
膨,péng,peng2
篷,péng,peng2
澎,péng,peng2
硼,péng,peng2
堋,péng,peng2
蟛,péng,peng2
捧,pěng,peng3
碰,pèng,peng4
批,pī,pi1
坏,pī,pi1
披,pī,pi1
辟,pì,pi1
劈,pǐ,pi1
坯,pī,pi1
霹,pī,pi1
噼,pī,pi1
丕,pī,pi1
纰,pī,pi1
砒,pī,pi1
邳,pī,pi1
铍,pí,pi1
皮,pí,pi2
疲,pí,pi2
啤,pí,pi2
脾,pí,pi2
琵,pí,pi2
毗,pí,pi2
郫,pí,pi2
鼙,pí,pi2
裨,pí,pi2
埤,pí,pi2
陴,pí,pi2
芘,pí,pi2
枇,pí,pi2
罴,pí,pi2
铍,pí,pi2
陂,pō,pi2
蚍,pí,pi2
蜱,pí,pi2
貔,pí,pi2
否,pǐ,pi3
匹,yǎ,pi3
劈,pǐ,pi3
痞,pǐ,pi3
癖,pǐ,pi3
圮,pǐ,pi3
擗,pǐ,pi3
吡,pǐ,pi3
庀,pǐ,pi3
仳,pǐ,pi3
疋,yǎ,pi3
屁,pì,pi4
辟,pì,pi4
僻,pì,pi4
譬,pì,pi4
媲,pì,pi4
淠,pì,pi4
甓,pì,pi4
睥,pì,pi4
片,piàn,pian1
篇,piān,pian1
偏,piān,pian1
翩,piān,pian1
扁,piān,pian1
犏,piān,pian1
便,pián,pian2
蹁,pián,pian2
缏,pián,pian2
胼,pián,pian2
骈,pián,pian2
谝,piǎn,pian3
片,piàn,pian4
骗,piàn,pian4
漂,piào,piao1
飘,piāo,piao1
剽,piāo,piao1
缥,piǎo,piao1
螵,piāo,piao1
朴,pǔ,piao2
瓢,piáo,piao2
嫖,piáo,piao2
漂,piào,piao3
瞟,piǎo,piao3
缥,piǎo,piao3
殍,piǎo,piao3
莩,piǎo,piao3
票,piào,piao4
漂,piào,piao4
骠,piào,piao4
嘌,piào,piao4
撇,piě,pie1
瞥,piē,pie1
氕,piē,pie1
撇,piě,pie3
丿,piě,pie3
苤,piě,pie3
拼,pīn,pin1
拚,pīn,pin1
姘,pīn,pin1
贫,pín,pin2
频,pín,pin2
苹,píng,pin2
嫔,pín,pin2
颦,pín,pin2
品,pǐn,pin3
榀,pǐn,pin3
聘,pìn,pin4
牝,pìn,pin4
乒,pīng,ping1
娉,pīng,ping1
俜,pīng,ping1
平,píng,ping2
评,píng,ping2
瓶,píng,ping2
凭,píng,ping2
萍,píng,ping2
屏,píng,ping2
冯,píng,ping2
苹,píng,ping2
坪,píng,ping2
枰,píng,ping2
鲆,píng,ping2
颇,pō,po1
坡,pō,po1
泊,pō,po1
朴,pǔ,po1
泼,pō,po1
陂,pō,po1
泺,pō,po1
攴,pō,po1
钋,pō,po1
繁,pó,po2
婆,pó,po2
鄱,pó,po2
皤,pó,po2
叵,pǒ,po3
钷,pǒ,po3
笸,pǒ,po3
破,pò,po4
迫,pò,po4
朴,pǔ,po4
魄,tuò,po4
粕,pò,po4
珀,pò,po4
剖,pōu,pou1
裒,póu,pou2
掊,pǒu,pou2
掊,pǒu,pou3
铺,pù,pu1
扑,pū,pu1
仆,pú,pu1
噗,pū,pu1
葡,pú,pu2
蒲,pú,pu2
仆,pú,pu2
脯,pú,pu2
菩,pú,pu2
匍,pú,pu2
璞,pú,pu2
濮,pú,pu2
莆,pú,pu2
镤,pú,pu2
普,pǔ,pu3
堡,pù,pu3
朴,pǔ,pu3
谱,pǔ,pu3
浦,pǔ,pu3
溥,pǔ,pu3
埔,pǔ,pu3
圃,pǔ,pu3
氆,pǔ,pu3
镨,pǔ,pu3
蹼,pǔ,pu3
暴,pù,pu4
铺,pù,pu4
堡,pù,pu4
曝,pù,pu4
瀑,pù,pu4
期,qī,qi1
七,qī,qi1
妻,qī,qi1
欺,qī,qi1
缉,qī,qi1
戚,qī,qi1
凄,qī,qi1
漆,qī,qi1
栖,xī,qi1
沏,qī,qi1
蹊,xī,qi1
嘁,qī,qi1
萋,qī,qi1
槭,qī,qi1
柒,qī,qi1
欹,yī,qi1
桤,qī,qi1
其,qí,qi2
奇,qí,qi2
棋,qí,qi2
齐,qí,qi2
旗,qí,qi2
骑,qí,qi2
歧,qí,qi2
琪,qí,qi2
祈,qí,qi2
脐,qí,qi2
祺,qí,qi2
祁,qí,qi2
崎,qí,qi2
琦,qí,qi2
淇,qí,qi2
岐,qí,qi2
荠,qí,qi2
俟,sì,qi2
耆,qí,qi2
芪,qí,qi2
颀,qí,qi2
圻,yín,qi2
骐,qí,qi2
畦,qí,qi2
亓,qí,qi2
萁,qí,qi2
蕲,qí,qi2
畦,qí,qi2
蛴,qí,qi2
蜞,qí,qi2
綦,qí,qi2
鳍,qí,qi2
麒,qí,qi2
起,qǐ,qi3
企,qǐ,qi3
启,qǐ,qi3
岂,qǐ,qi3
乞,qǐ,qi3
稽,jī,qi3
绮,qǐ,qi3
杞,qǐ,qi3
芑,qǐ,qi3
屺,qǐ,qi3
綮,qìng,qi3
气,qì,qi4
妻,qī,qi4
器,qì,qi4
汽,qì,qi4
齐,qí,qi4
弃,qì,qi4
泣,qì,qi4
契,xiè,qi4
迄,qì,qi4
砌,qiè,qi4
憩,qì,qi4
汔,qì,qi4
亟,qì,qi4
讫,qì,qi4
葺,qì,qi4
碛,qì,qi4
掐,qiā,qia1
伽,qié,qia1
葜,qiā,qia1
袷,qiā,qia1
卡,qiǎ,qia3
恰,qià,qia4
洽,qià,qia4
髂,qià,qia4
千,qiān,qian1
签,qiān,qian1
牵,qiān,qian1
迁,qiān,qian1
谦,qiān,qian1
铅,qiān,qian1
骞,qiān,qian1
悭,qiān,qian1
芊,qiān,qian1
愆,qiān,qian1
阡,qiān,qian1
仟,qiān,qian1
岍,qiān,qian1
扦,qiān,qian1
佥,qiān,qian1
搴,qiān,qian1
褰,qiān,qian1
钎,qiān,qian1
前,qián,qian2
钱,qián,qian2
潜,qián,qian2
乾,qián,qian2
虔,qián,qian2
钳,qián,qian2
掮,qián,qian2
黔,qián,qian2
荨,qián,qian2
钤,qián,qian2
犍,qián,qian2
箝,qián,qian2
鬈,quán,qian2
浅,qiǎn,qian3
遣,qiǎn,qian3
谴,qiǎn,qian3
缱,qiǎn,qian3
肷,qiǎn,qian3
欠,qiàn,qian4
歉,qiàn,qian4
纤,xiān,qian4
嵌,qiàn,qian4
倩,qiàn,qian4
堑,qiàn,qian4
茜,xī,qian4
芡,qiàn,qian4
慊,qiè,qian4
椠,qiàn,qian4
将,qiāng,qiang1
枪,qiāng,qiang1
抢,qiǎng,qiang1
腔,qiāng,qiang1
呛,qiàng,qiang1
锵,qiāng,qiang1
跄,qiàng,qiang1
羌,qiāng,qiang1
戕,qiāng,qiang1
戗,qiàng,qiang1
镪,qiǎng,qiang1
蜣,qiāng,qiang1
锖,qiāng,qiang1
强,qiǎng,qiang2
墙,qiáng,qiang2
蔷,qiáng,qiang2
樯,qiáng,qiang2
嫱,qiáng,qiang2
强,qiǎng,qiang3
抢,qiǎng,qiang3
襁,qiǎng,qiang3
镪,qiǎng,qiang3
羟,qiǎng,qiang3
呛,qiàng,qiang4
跄,qiàng,qiang4
炝,qiàng,qiang4
戗,qiàng,qiang4
悄,qiǎo,qiao1
敲,qiāo,qiao1
雀,què,qiao1
锹,qiāo,qiao1
跷,qiāo,qiao1
橇,qiāo,qiao1
缲,zǎo,qiao1
硗,qiāo,qiao1
劁,qiāo,qiao1
桥,qiáo,qiao2
乔,qiáo,qiao2
侨,qiáo,qiao2
瞧,yǎ,qiao2
翘,qiào,qiao2
蕉,qiáo,qiao2
憔,qiáo,qiao2
樵,qiáo,qiao2
峤,qiáo,qiao2
谯,qiào,qiao2
荞,qiáo,qiao2
鞒,qiáo,qiao2
悄,qiǎo,qiao3
巧,qiǎo,qiao3
雀,què,qiao3
愀,qiǎo,qiao3
翘,qiào,qiao4
俏,qiào,qiao4
窍,qiào,qiao4
壳,ké,qiao4
峭,qiào,qiao4
撬,qiào,qiao4
鞘,shāo,qiao4
诮,qiào,qiao4
谯,qiào,qiao4
切,qiē,qie1
茄,qié,qie2
伽,qié,qie2
且,qiě,qie3
切,qiē,qie4
窃,qiè,qie4
怯,qiè,qie4
趄,qiè,qie4
妾,qiè,qie4
砌,qiè,qie4
惬,qiè,qie4
锲,qiè,qie4
挈,qiè,qie4
郄,qiè,qie4
箧,qiè,qie4
慊,qiè,qie4
亲,qīn,qin1
钦,qīn,qin1
侵,qīn,qin1
衾,qīn,qin1
琴,qín,qin2
秦,qín,qin2
勤,qín,qin2
芹,qín,qin2
擒,qín,qin2
矜,qín,qin2
覃,tán,qin2
禽,qín,qin2
噙,qín,qin2
廑,qín,qin2
溱,zhēn,qin2
檎,qín,qin2
锓,qín,qin2
嗪,qín,qin2
芩,qín,qin2
螓,qín,qin2
寝,qǐn,qin3
沁,qìn,qin4
揿,qìn,qin4
吣,qìn,qin4
青,qīng,qing1
清,qīng,qing1
轻,qīng,qing1
倾,qīng,qing1
卿,qīng,qing1
氢,qīng,qing1
蜻,qīng,qing1
圊,qīng,qing1
鲭,zhēng,qing1
情,qíng,qing2
晴,qíng,qing2
擎,qíng,qing2
氰,qíng,qing2
檠,qíng,qing2
黥,qíng,qing2
请,qǐng,qing3
顷,qǐng,qing3
謦,qǐng,qing3
苘,qǐng,qing3
亲,qīn,qing4
庆,qìng,qing4
罄,qìng,qing4
磬,qìng,qing4
箐,qìng,qing4
綮,qìng,qing4
穷,qióng,qiong2
琼,qióng,qiong2
穹,qióng,qiong2
茕,qióng,qiong2
邛,qióng,qiong2
蛩,qióng,qiong2
筇,qióng,qiong2
跫,qióng,qiong2
銎,qióng,qiong2
秋,qīu,qiu1
邱,qīu,qiu1
丘,qīu,qiu1
龟,qīu,qiu1
蚯,qīu,qiu1
鳅,qīu,qiu1
楸,qīu,qiu1
湫,qīu,qiu1
求,qíu,qiu2
球,qíu,qiu2
仇,qíu,qiu2
囚,qíu,qiu2
酋,qíu,qiu2
裘,qíu,qiu2
虬,qíu,qiu2
俅,qíu,qiu2
遒,qíu,qiu2
赇,qíu,qiu2
泅,qíu,qiu2
逑,qíu,qiu2
犰,qíu,qiu2
蝤,yóu,qiu2
巯,qíu,qiu2
鼽,yǎn,qiu2
糗,qǐu,qiu3
区,qū,qu1
曲,qǔ,qu1
屈,qū,qu1
趋,qū,qu1
驱,qū,qu1
躯,qū,qu1
觑,qù,qu1
岖,qū,qu1
蛐,qū,qu1
祛,qū,qu1
蛆,qū,qu1
麴,qū,qu1
诎,qū,qu1
黢,qū,qu1
渠,qú,qu2
瞿,qú,qu2
衢,qú,qu2
癯,qú,qu2
劬,qú,qu2
璩,qú,qu2
氍,qú,qu2
朐,qú,qu2
磲,qú,qu2
鸲,qú,qu2
蕖,qú,qu2
蠼,qú,qu2
蘧,qú,qu2
取,qǔ,qu3
曲,qǔ,qu3
娶,qǔ,qu3
龋,qǔ,qu3
苣,qǔ,qu3
去,qù,qu4
趣,qù,qu4
觑,qù,qu4
阒,qù,qu4
戌,xū,qu5
圈,juàn,quan1
悛,quān,quan1
全,quán,quan2
权,quán,quan2
泉,quán,quan2
拳,quán,quan2
诠,quán,quan2
颧,quán,quan2
蜷,quán,quan2
荃,quán,quan2
铨,quán,quan2
痊,quán,quan2
醛,quán,quan2
辁,quán,quan2
筌,quán,quan2
鬈,quán,quan2
犬,quǎn,quan3
绻,quǎn,quan3
畎,quǎn,quan3
劝,quàn,quan4
券,xuàn,quan4
缺,quē,que1
阙,què,que1
炔,quē,que1
瘸,qué,que2
却,què,que4
确,què,que4
雀,què,que4
榷,què,que4
鹊,què,que4
阕,què,que4
阙,què,que4
悫,què,que4
逡,qūn,qun1
群,qún,qun2
裙,qún,qun2
麇,qún,qun2
然,rán,ran2
燃,rán,ran2
髯,rán,ran2
蚺,rán,ran2
染,rǎn,ran3
冉,rǎn,ran3
苒,rǎn,ran3
嚷,rǎng,rang1
瓤,ráng,rang2
禳,rǎng,rang2
穰,ráng,rang2
嚷,rǎng,rang3
攘,rǎng,rang3
壤,rǎng,rang3
禳,rǎng,rang3
让,ràng,rang4
饶,ráo,rao2
娆,rǎo,rao2
桡,ráo,rao2
荛,ráo,rao2
扰,rǎo,rao3
绕,rào,rao3
娆,rǎo,rao3
绕,rào,rao4
若,ruò,re3
惹,rě,re3
喏,rě,re3
热,rè,re4
人,rén,ren2
任,rèn,ren2
仁,rén,ren2
壬,rén,ren2
忍,rěn,ren3
稔,rěn,ren3
荏,rěn,ren3
任,rèn,ren4
认,rèn,ren4
韧,rèn,ren4
刃,rèn,ren4
纫,rèn,ren4
饪,rèn,ren4
仞,rèn,ren4
葚,shèn,ren4
妊,rèn,ren4
轫,rèn,ren4
衽,rèn,ren4
扔,rēng,reng1
仍,réng,reng2
日,rì,ri4
容,róng,rong2
荣,róng,rong2
融,róng,rong2
蓉,róng,rong2
溶,róng,rong2
绒,róng,rong2
熔,róng,rong2
榕,róng,rong2
戎,róng,rong2
嵘,róng,rong2
茸,róng,rong2
狨,róng,rong2
肜,róng,rong2
蝾,róng,rong2
冗,rǒng,rong3
柔,róu,rou2
揉,róu,rou2
蹂,róu,rou2
糅,róu,rou2
鞣,róu,rou2
肉,ròu,rou4
如,rú,ru2
儒,rú,ru2
茹,rú,ru2
嚅,rú,ru2
濡,rú,ru2
孺,rú,ru2
蠕,rú,ru2
薷,rú,ru2
铷,rú,ru2
襦,rú,ru2
颥,rú,ru2
辱,rǔ,ru3
乳,rǔ,ru3
汝,rǔ,ru3
入,rù,ru4
褥,rù,ru4
缛,rù,ru4
洳,rù,ru4
溽,rù,ru4
蓐,rù,ru4
软,ruǎn,ruan3
阮,ruǎn,ruan3
朊,ruǎn,ruan3
蕤,ruí,rui2
蕊,ruǐ,rui3
瑞,ruì,rui4
锐,ruì,rui4
芮,ruì,rui4
睿,ruì,rui4
枘,ruì,rui4
蚋,ruì,rui4
润,rùn,run4
闰,rùn,run4
若,ruò,ruo4
弱,ruò,ruo4
偌,ruò,ruo4
箬,ruò,ruo4
撒,sǎ,sa1
仨,sā,sa1
挲,suō,sa1
洒,sǎ,sa3
撒,sǎ,sa3
萨,sà,sa4
卅,sà,sa4
飒,sà,sa4
脎,sà,sa4
思,sī,sai1
塞,sè,sai1
腮,sāi,sai1
鳃,sāi,sai1
噻,sāi,sai1
赛,sài,sai4
塞,sè,sai4
三,sān,san1
叁,sān,san1
毵,sān,san1
散,sàn,san3
伞,sǎn,san3
馓,sǎn,san3
糁,shēn,san3
霰,xiàn,san3
散,sàn,san4
丧,sàng,sang1
桑,sāng,sang1
嗓,sǎng,sang3
搡,sǎng,sang3
磉,sǎng,sang3
颡,sǎng,sang3
丧,sàng,sang4
骚,sāo,sao1
搔,sāo,sao1
臊,sào,sao1
缲,zǎo,sao1
缫,sāo,sao1
鳋,sāo,sao1
扫,sǎo,sao3
嫂,sǎo,sao3
扫,sǎo,sao4
梢,shāo,sao4
臊,sào,sao4
埽,sào,sao4
瘙,sào,sao4
色,shǎi,se4
塞,sè,se4
涩,sè,se4
瑟,sè,se4
啬,sè,se4
铯,sè,se4
穑,sè,se4
森,sēn,sen1
僧,sēng,seng1
杀,shā,sha1
沙,shà,sha1
刹,shā,sha1
纱,shā,sha1
杉,shān,sha1
莎,suō,sha1
煞,shà,sha1
砂,shā,sha1
挲,suō,sha1
鲨,shā,sha1
痧,shā,sha1
裟,shā,sha1
铩,shā,sha1
傻,shǎ,sha3
沙,shà,sha4
啥,shà,sha4
厦,xià,sha4
煞,shà,sha4
霎,shà,sha4
嗄,shà,sha4
歃,shà,sha4
唼,shà,sha4
筛,shāi,shai1
酾,shī,shai1
色,shǎi,shai3
晒,shài,shai4
山,shān,shan1
衫,shān,shan1
删,shān,shan1
煽,shān,shan1
扇,shàn,shan1
珊,shān,shan1
杉,shān,shan1
栅,zhà,shan1
跚,shān,shan1
姗,shān,shan1
潸,shān,shan1
膻,shān,shan1
芟,shān,shan1
埏,shān,shan1
钐,shàn,shan1
舢,shān,shan1
苫,shàn,shan1
髟,shān,shan1
闪,shǎn,shan3
陕,shǎn,shan3
掺,shǎn,shan3
掸,shàn,shan3
单,shàn,shan4
善,shàn,shan4
扇,shàn,shan4
禅,shàn,shan4
擅,shàn,shan4
膳,shàn,shan4
讪,shàn,shan4
汕,shàn,shan4
赡,shàn,shan4
缮,shàn,shan4
嬗,shàn,shan4
掸,shàn,shan4
骟,shàn,shan4
剡,yǎn,shan4
苫,shàn,shan4
鄯,shàn,shan4
钐,shàn,shan4
疝,shàn,shan4
蟮,shàn,shan4
鳝,shàn,shan4
商,shāng,shang1
伤,shāng,shang1
汤,tāng,shang1
殇,shāng,shang1
觞,shāng,shang1
熵,shāng,shang1
墒,shāng,shang1
上,shàng,shang3
赏,shǎng,shang3
晌,shǎng,shang3
垧,shǎng,shang3
上,shàng,shang4
尚,shàng,shang4
绱,shàng,shang4
裳,shang,shang5
烧,shāo,shao1
稍,shào,shao1
梢,shāo,shao1
捎,shào,shao1
鞘,shāo,shao1
蛸,xiāo,shao1
筲,shāo,shao1
艄,shāo,shao1
勺,sháo,shao2
韶,sháo,shao2
苕,tiáo,shao2
杓,sháo,shao2
芍,sháo,shao2
少,shào,shao3
少,shào,shao4
绍,shào,shao4
召,zhào,shao4
稍,shào,shao4
哨,shào,shao4
邵,shào,shao4
捎,shào,shao4
潲,shào,shao4
劭,shào,shao4
奢,shē,she1
赊,shē,she1
猞,shē,she1
畲,shē,she1
折,zhé,she2
舌,shé,she2
蛇,yí,she2
佘,shé,she2
舍,shè,she3
社,shè,she4
设,shè,she4
舍,shè,she4
涉,shè,she4
射,shè,she4
摄,shè,she4
赦,shè,she4
慑,shè,she4
麝,shè,she4
滠,shè,she4
歙,xī,she4
厍,shè,she4
谁,shuí,shei2
身,shēn,shen1
深,shēn,shen1
参,shēn,shen1
申,shēn,shen1
伸,shēn,shen1
绅,shēn,shen1
呻,shēn,shen1
莘,shēn,shen1
娠,shēn,shen1
诜,shēn,shen1
砷,shēn,shen1
糁,shēn,shen1
什,shí,shen2
神,shén,shen2
甚,shèn,shen2
审,shěn,shen3
沈,shěn,shen3
婶,shěn,shen3
谂,shěn,shen3
哂,shěn,shen3
渖,shěn,shen3
矧,shěn,shen3
甚,shèn,shen4
慎,shèn,shen4
渗,shèn,shen4
肾,shèn,shen4
蜃,shèn,shen4
葚,shèn,shen4
胂,shèn,shen4
椹,zhēn,shen4
生,shēng,sheng1
声,shēng,sheng1
胜,shèng,sheng1
升,shēng,sheng1
牲,shēng,sheng1
甥,shēng,sheng1
笙,shēng,sheng1
绳,shéng,sheng2
渑,shéng,sheng2
省,shěng,sheng3
眚,shěng,sheng3
胜,shèng,sheng4
圣,shèng,sheng4
盛,shèng,sheng4
乘,shèng,sheng4
剩,shèng,sheng4
嵊,shèng,sheng4
晟,shèng,sheng4
师,shī,shi1
诗,shī,shi1
失,shī,shi1
施,shī,shi1
尸,shī,shi1
湿,shī,shi1
狮,shī,shi1
嘘,xū,shi1
虱,shī,shi1
蓍,shī,shi1
酾,shī,shi1
鲺,shī,shi1
时,shí,shi2
十,shí,shi2
实,shí,shi2
什,shí,shi2
识,shí,shi2
食,sì,shi2
石,shí,shi2
拾,shí,shi2
蚀,shí,shi2
埘,shí,shi2
莳,shì,shi2
炻,shí,shi2
鲥,shí,shi2
使,shǐ,shi3
始,shǐ,shi3
史,shǐ,shi3
驶,shǐ,shi3
屎,shǐ,shi3
矢,shǐ,shi3
豕,shǐ,shi3
是,shì,shi4
事,shì,shi4
世,shì,shi4
市,shì,shi4
士,shì,shi4
式,shì,shi4
视,shì,shi4
